"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Births
"Total"	"2015"	"2015"	"Iowa"	"19"			39482
	"2015"	"2015"	"Kansas"	"20"	"Female"	"F"	19173
	"2015"	"2015"	"Kansas"	"20"	"Male"	"M"	19981
"Total"	"2015"	"2015"	"Kansas"	"20"			39154
	"2015"	"2015"	"Kentucky"	"21"	"Female"	"F"	27347
	"2015"	"2015"	"Kentucky"	"21"	"Male"	"M"	28624
"Total"	"2015"	"2015"	"Kentucky"	"21"			55971
	"2015"	"2015"	"Louisiana"	"22"	"Female"	"F"	31820
	"2015"	"2015"	"Louisiana"	"22"	"Male"	"M"	32872
"Total"	"2015"	"2015"	"Louisiana"	"22"			64692
	"2015"	"2015"	"Maine"	"23"	"Female"	"F"	6077
	"2015"	"2015"	"Maine"	"23"	"Male"	"M"	6530
"Total"	"2015"	"2015"	"Maine"	"23"			12607
	"2015"	"2015"	"Maryland"	"24"	"Female"	"F"	36035
	"2015"	"2015"	"Maryland"	"24"	"Male"	"M"	37581
"Total"	"2015"	"2015"	"Maryland"	"24"			73616
	"2015"	"2015"	"Massachusetts"	"25"	"Female"	"F"	34770
	"2015"	"2015"	"Massachusetts"	"25"	"Male"	"M"	36722
"Total"	"2015"	"2015"	"Massachusetts"	"25"			71492
	"2015"	"2015"	"Michigan"	"26"	"Female"	"F"	55563
	"2015"	"2015"	"Michigan"	"26"	"Male"	"M"	57749
"Total"	"2015"	"2015"	"Michigan"	"26"			113312
	"2015"	"2015"	"Minnesota"	"27"	"Female"	"F"	33907
	"2015"	"2015"	"Minnesota"	"27"	"Male"	"M"	35927
"Total"	"2015"	"2015"	"Minnesota"	"27"			69834
	"2015"	"2015"	"Mississippi"	"28"	"Female"	"F"	18781
	"2015"	"2015"	"Mississippi"	"28"	"Male"	"M"	19613
"Total"	"2015"	"2015"	"Mississippi"	"28"			38394
	"2015"	"2015"	"Missouri"	"29"	"Female"	"F"	36669
	"2015"	"2015"	"Missouri"	"29"	"Male"	"M"	38392
"Total"	"2015"	"2015"	"Missouri"	"29"			75061
	"2015"	"2015"	"Montana"	"30"	"Female"	"F"	6194
	"2015"	"2015"	"Montana"	"30"	"Male"	"M"	6389
"Total"	"2015"	"2015"	"Montana"	"30"			12583
	"2015"	"2015"	"Nebraska"	"31"	"Female"	"F"	12945
	"2015"	"2015"	"Nebraska"	"31"	"Male"	"M"	13734
"Total"	"2015"	"2015"	"Nebraska"	"31"			26679
	"2015"	"2015"	"Nevada"	"32"	"Female"	"F"	17699
	"2015"	"2015"	"Nevada"	"32"	"Male"	"M"	18599
"Total"	"2015"	"2015"	"Nevada"	"32"			36298
	"2015"	"2015"	"New Hampshire"	"33"	"Female"	"F"	6145
	"2015"	"2015"	"New Hampshire"	"33"	"Male"	"M"	6288
"Total"	"2015"	"2015"	"New Hampshire"	"33"			12433
	"2015"	"2015"	"New Jersey"	"34"	"Female"	"F"	50651
	"2015"	"2015"	"New Jersey"	"34"	"Male"	"M"	52476
"Total"	"2015"	"2015"	"New Jersey"	"34"			103127
	"2015"	"2015"	"New Mexico"	"35"	"Female"	"F"	12647
	"2015"	"2015"	"New Mexico"	"35"	"Male"	"M"	13169
"Total"	"2015"	"2015"	"New Mexico"	"35"			25816
	"2015"	"2015"	"New York"	"36"	"Female"	"F"	115418
	"2015"	"2015"	"New York"	"36"	"Male"	"M"	121856
"Total"	"2015"	"2015"	"New York"	"36"			237274
	"2015"	"2015"	"North Carolina"	"37"	"Female"	"F"	59025
	"2015"	"2015"	"North Carolina"	"37"	"Male"	"M"	61818
"Total"	"2015"	"2015"	"North Carolina"	"37"			120843
	"2015"	"2015"	"North Dakota"	"38"	"Female"	"F"	5508
	"2015"	"2015"	"North Dakota"	"38"	"Male"	"M"	5806
"Total"	"2015"	"2015"	"North Dakota"	"38"			11314
	"2015"	"2015"	"Ohio"	"39"	"Female"	"F"	67978
	"2015"	"2015"	"Ohio"	"39"	"Male"	"M"	71286
"Total"	"2015"	"2015"	"Ohio"	"39"			139264
	"2015"	"2015"	"Oklahoma"	"40"	"Female"	"F"	25841
	"2015"	"2015"	"Oklahoma"	"40"	"Male"	"M"	27281
"Total"	"2015"	"2015"	"Oklahoma"	"40"			53122
	"2015"	"2015"	"Oregon"	"41"	"Female"	"F"	22203
	"2015"	"2015"	"Oregon"	"41"	"Male"	"M"	23452
"Total"	"2015"	"2015"	"Oregon"	"41"			45655
	"2015"	"2015"	"Pennsylvania"	"42"	"Female"	"F"	68965
	"2015"	"2015"	"Pennsylvania"	"42"	"Male"	"M"	72082
"Total"	"2015"	"2015"	"Pennsylvania"	"42"			141047
	"2015"	"2015"	"Rhode Island"	"44"	"Female"	"F"	5389
	"2015"	"2015"	"Rhode Island"	"44"	"Male"	"M"	5604
"Total"	"2015"	"2015"	"Rhode Island"	"44"			10993
	"2015"	"2015"	"South Carolina"	"45"	"Female"	"F"	28544
	"2015"	"2015"	"South Carolina"	"45"	"Male"	"M"	29595
"Total"	"2015"	"2015"	"South Carolina"	"45"			58139
	"2015"	"2015"	"South Dakota"	"46"	"Female"	"F"	5892
	"2015"	"2015"	"South Dakota"	"46"	"Male"	"M"	6444
"Total"	"2015"	"2015"	"South Dakota"	"46"			12336
	"2015"	"2015"	"Tennessee"	"47"	"Female"	"F"	39950
	"2015"	"2015"	"Tennessee"	"47"	"Male"	"M"	41735
"Total"	"2015"	"2015"	"Tennessee"	"47"			81685
	"2015"	"2015"	"Texas"	"48"	"Female"	"F"	197552
	"2015"	"2015"	"Texas"	"48"	"Male"	"M"	206066
"Total"	"2015"	"2015"	"Texas"	"48"			403618
	"2015"	"2015"	"Utah"	"49"	"Female"	"F"	24709
	"2015"	"2015"	"Utah"	"49"	"Male"	"M"	26069
"Total"	"2015"	"2015"	"Utah"	"49"			50778
	"2015"	"2015"	"Vermont"	"50"	"Female"	"F"	2839
	"2015"	"2015"	"Vermont"	"50"	"Male"	"M"	3064
"Total"	"2015"	"2015"	"Vermont"	"50"			5903
	"2015"	"2015"	"Virginia"	"51"	"Female"	"F"	50378
	"2015"	"2015"	"Virginia"	"51"	"Male"	"M"	52925
"Total"	"2015"	"2015"	"Virginia"	"51"			103303
	"2015"	"2015"	"Washington"	"53"	"Female"	"F"	43142
	"2015"	"2015"	"Washington"	"53"	"Male"	"M"	45848
"Total"	"2015"	"2015"	"Washington"	"53"			88990
	"2015"	"2015"	"West Virginia"	"54"	"Female"	"F"	9707
	"2015"	"2015"	"West Virginia"	"54"	"Male"	"M"	10098
"Total"	"2015"	"2015"	"West Virginia"	"54"			19805
	"2015"	"2015"	"Wisconsin"	"55"	"Female"	"F"	32828
	"2015"	"2015"	"Wisconsin"	"55"	"Male"	"M"	34213
"Total"	"2015"	"2015"	"Wisconsin"	"55"			67041
	"2015"	"2015"	"Wyoming"	"56"	"Female"	"F"	3714
	"2015"	"2015"	"Wyoming"	"56"	"Male"	"M"	4051
"Total"	"2015"	"2015"	"Wyoming"	"56"			7765
"Total"	"2015"	"2015"					3978497
	"2016"	"2016"	"Alabama"	"01"	"Female"	"F"	28860
	"2016"	"2016"	"Alabama"	"01"	"Male"	"M"	30291
"Total"	"2016"	"2016"	"Alabama"	"01"			59151
	"2016"	"2016"	"Alaska"	"02"	"Female"	"F"	5444
	"2016"	"2016"	"Alaska"	"02"	"Male"	"M"	5765
"Total"	"2016"	"2016"	"Alaska"	"02"			11209
	"2016"	"2016"	"Arizona"	"04"	"Female"	"F"	41514
	"2016"	"2016"	"Arizona"	"04"	"Male"	"M"	43006
"Total"	"2016"	"2016"	"Arizona"	"04"			84520
	"2016"	"2016"	"Arkansas"	"05"	"Female"	"F"	18499
	"2016"	"2016"	"Arkansas"	"05"	"Male"	"M"	19775
"Total"	"2016"	"2016"	"Arkansas"	"05"			38274
	"2016"	"2016"	"California"	"06"	"Female"	"F"	238408
	"2016"	"2016"	"California"	"06"	"Male"	"M"	250419
"Total"	"2016"	"2016"	"California"	"06"			488827
	"2016"	"2016"	"Colorado"	"08"	"Female"	"F"	32587
	"2016"	"2016"	"Colorado"	"08"	"Male"	"M"	34026
"Total"	"2016"	"2016"	"Colorado"	"08"			66613
	"2016"	"2016"	"Connecticut"	"09"	"Female"	"F"	17838
	"2016"	"2016"	"Connecticut"	"09"	"Male"	"M"	18177
"Total"	"2016"	"2016"	"Connecticut"	"09"			36015
	"2016"	"2016"	"Delaware"	"10"	"Female"	"F"	5358
	"2016"	"2016"	"Delaware"	"10"	"Male"	"M"	5634
"Total"	"2016"	"2016"	"Delaware"	"10"			10992
	"2016"	"2016"	"District of Columbia"	"11"	"Female"	"F"	4737
	"2016"	"2016"	"District of Columbia"	"11"	"Male"	"M"	5121
"Total"	"2016"	"2016"	"District of Columbia"	"11"			9858
	"2016"	"2016"	"Florida"	"12"	"Female"	"F"	109853
	"2016"	"2016"	"Florida"	"12"	"Male"	"M"	115169
"Total"	"2016"	"2016"	"Florida"	"12"			225022
	"2016"	"2016"	"Georgia"	"13"	"Female"	"F"	63962
	"2016"	"2016"	"Georgia"	"13"	"Male"	"M"	66080
"Total"	"2016"	"2016"	"Georgia"	"13"			130042
	"2016"	"2016"	"Hawaii"	"15"	"Female"	"F"	8564
	"2016"	"2016"	"Hawaii"	"15"	"Male"	"M"	9495
"Total"	"2016"	"2016"	"Hawaii"	"15"			18059
	"2016"	"2016"	"Idaho"	"16"	"Female"	"F"	10999
	"2016"	"2016"	"Idaho"	"16"	"Male"	"M"	11483
"Total"	"2016"	"2016"	"Idaho"	"16"			22482
	"2016"	"2016"	"Illinois"	"17"	"Female"	"F"	75509
	"2016"	"2016"	"Illinois"	"17"	"Male"	"M"	78936
"Total"	"2016"	"2016"	"Illinois"	"17"			154445
	"2016"	"2016"	"Indiana"	"18"	"Female"	"F"	40255
	"2016"	"2016"	"Indiana"	"18"	"Male"	"M"	42836
"Total"	"2016"	"2016"	"Indiana"	"18"			83091
	"2016"	"2016"	"Iowa"	"19"	"Female"	"F"	19398
	"2016"	"2016"	"Iowa"	"19"	"Male"	"M"	20005
"Total"	"2016"	"2016"	"Iowa"	"19"			39403
	"2016"	"2016"	"Kansas"	"20"	"Female"	"F"	18470
	"2016"	"2016"	"Kansas"	"20"	"Male"	"M"	19583
"Total"	"2016"	"2016"	"Kansas"	"20"			38053
	"2016"	"2016"	"Kentucky"	"21"	"Female"	"F"	26998
	"2016"	"2016"	"Kentucky"	"21"	"Male"	"M"	28451
"Total"	"2016"	"2016"	"Kentucky"	"21"			55449
	"2016"	"2016"	"Louisiana"	"22"	"Female"	"F"	31066
	"2016"	"2016"	"Louisiana"	"22"	"Male"	"M"	32112
"Total"	"2016"	"2016"	"Louisiana"	"22"			63178
	"2016"	"2016"	"Maine"	"23"	"Female"	"F"	6183
	"2016"	"2016"	"Maine"	"23"	"Male"	"M"	6522
"Total"	"2016"	"2016"	"Maine"	"23"			12705
	"2016"	"2016"	"Maryland"	"24"	"Female"	"F"	35754
	"2016"	"2016"	"Maryland"	"24"	"Male"	"M"	37382
"Total"	"2016"	"2016"	"Maryland"	"24"			73136
	"2016"	"2016"	"Massachusetts"	"25"	"Female"	"F"	34907
	"2016"	"2016"	"Massachusetts"	"25"	"Male"	"M"	36410
"Total"	"2016"	"2016"	"Massachusetts"	"25"			71317
	"2016"	"2016"	"Michigan"	"26"	"Female"	"F"	55310
	"2016"	"2016"	"Michigan"	"26"	"Male"	"M"	58005
"Total"	"2016"	"2016"	"Michigan"	"26"			113315
	"2016"	"2016"	"Minnesota"	"27"	"Female"	"F"	34119
	"2016"	"2016"	"Minnesota"	"27"	"Male"	"M"	35630
"Total"	"2016"	"2016"	"Minnesota"	"27"			69749
	"2016"	"2016"	"Mississippi"	"28"	"Female"	"F"	18685
	"2016"	"2016"	"Mississippi"	"28"	"Male"	"M"	19243
"Total"	"2016"	"2016"	"Mississippi"	"28"			37928
	"2016"	"2016"	"Missouri"	"29"	"Female"	"F"	36418
	"2016"	"2016"	"Missouri"	"29"	"Male"	"M"	38287
"Total"	"2016"	"2016"	"Missouri"	"29"			74705
	"2016"	"2016"	"Montana"	"30"	"Female"	"F"	5978
	"2016"	"2016"	"Montana"	"30"	"Male"	"M"	6304
"Total"	"2016"	"2016"	"Montana"	"30"			12282
	"2016"	"2016"	"Nebraska"	"31"	"Female"	"F"	13079
	"2016"	"2016"	"Nebraska"	"31"	"Male"	"M"	13510
"Total"	"2016"	"2016"	"Nebraska"	"31"			26589
	"2016"	"2016"	"Nevada"	"32"	"Female"	"F"	17778
	"2016"	"2016"	"Nevada"	"32"	"Male"	"M"	18482
"Total"	"2016"	"2016"	"Nevada"	"32"			36260
	"2016"	"2016"	"New Hampshire"	"33"	"Female"	"F"	5855
	"2016"	"2016"	"New Hampshire"	"33"	"Male"	"M"	6412
"Total"	"2016"	"2016"	"New Hampshire"	"33"			12267
	"2016"	"2016"	"New Jersey"	"34"	"Female"	"F"	50081
	"2016"	"2016"	"New Jersey"	"34"	"Male"	"M"	52566
"Total"	"2016"	"2016"	"New Jersey"	"34"			102647
	"2016"	"2016"	"New Mexico"	"35"	"Female"	"F"	12096
	"2016"	"2016"	"New Mexico"	"35"	"Male"	"M"	12596
"Total"	"2016"	"2016"	"New Mexico"	"35"			24692
	"2016"	"2016"	"New York"	"36"	"Female"	"F"	114466
	"2016"	"2016"	"New York"	"36"	"Male"	"M"	119817
"Total"	"2016"	"2016"	"New York"	"36"			234283
	"2016"	"2016"	"North Carolina"	"37"	"Female"	"F"	58748
	"2016"	"2016"	"North Carolina"	"37"	"Male"	"M"	62031
"Total"	"2016"	"2016"	"North Carolina"	"37"			120779
	"2016"	"2016"	"North Dakota"	"38"	"Female"	"F"	5538
	"2016"	"2016"	"North Dakota"	"38"	"Male"	"M"	5845
"Total"	"2016"	"2016"	"North Dakota"	"38"			11383
	"2016"	"2016"	"Ohio"	"39"	"Female"	"F"	67449
	"2016"	"2016"	"Ohio"	"39"	"Male"	"M"	70636
"Total"	"2016"	"2016"	"Ohio"	"39"			138085
	"2016"	"2016"	"Oklahoma"	"40"	"Female"	"F"	25753
	"2016"	"2016"	"Oklahoma"	"40"	"Male"	"M"	26839
"Total"	"2016"	"2016"	"Oklahoma"	"40"			52592
	"2016"	"2016"	"Oregon"	"41"	"Female"	"F"	22153
	"2016"	"2016"	"Oregon"	"41"	"Male"	"M"	23382
"Total"	"2016"	"2016"	"Oregon"	"41"			45535
	"2016"	"2016"	"Pennsylvania"	"42"	"Female"	"F"	67849
	"2016"	"2016"	"Pennsylvania"	"42"	"Male"	"M"	71560
"Total"	"2016"	"2016"	"Pennsylvania"	"42"			139409
	"2016"	"2016"	"Rhode Island"	"44"	"Female"	"F"	5281
	"2016"	"2016"	"Rhode Island"	"44"	"Male"	"M"	5517
"Total"	"2016"	"2016"	"Rhode Island"	"44"			10798
	"2016"	"2016"	"South Carolina"	"45"	"Female"	"F"	28044
	"2016"	"2016"	"South Carolina"	"45"	"Male"	"M"	29298
"Total"	"2016"	"2016"	"South Carolina"	"45"			57342
	"2016"	"2016"	"South Dakota"	"46"	"Female"	"F"	5981
	"2016"	"2016"	"South Dakota"	"46"	"Male"	"M"	6294
"Total"	"2016"	"2016"	"South Dakota"	"46"			12275
	"2016"	"2016"	"Tennessee"	"47"	"Female"	"F"	39377
	"2016"	"2016"	"Tennessee"	"47"	"Male"	"M"	41430
"Total"	"2016"	"2016"	"Tennessee"	"47"			80807
	"2016"	"2016"	"Texas"	"48"	"Female"	"F"	194708
	"2016"	"2016"	"Texas"	"48"	"Male"	"M"	203339
"Total"	"2016"	"2016"	"Texas"	"48"			398047
	"2016"	"2016"	"Utah"	"49"	"Female"	"F"	24694
	"2016"	"2016"	"Utah"	"49"	"Male"	"M"	25770
"Total"	"2016"	"2016"	"Utah"	"49"			50464
	"2016"	"2016"	"Vermont"	"50"	"Female"	"F"	2800
	"2016"	"2016"	"Vermont"	"50"	"Male"	"M"	2956
"Total"	"2016"	"2016"	"Vermont"	"50"			5756
	"2016"	"2016"	"Virginia"	"51"	"Female"	"F"	50401
	"2016"	"2016"	"Virginia"	"51"	"Male"	"M"	52059
"Total"	"2016"	"2016"	"Virginia"	"51"			102460
	"2016"	"2016"	"Washington"	"53"	"Female"	"F"	44278
	"2016"	"2016"	"Washington"	"53"	"Male"	"M"	46227
"Total"	"2016"	"2016"	"Washington"	"53"			90505
	"2016"	"2016"	"West Virginia"	"54"	"Female"	"F"	9419
	"2016"	"2016"	"West Virginia"	"54"	"Male"	"M"	9660
"Total"	"2016"	"2016"	"West Virginia"	"54"			19079
	"2016"	"2016"	"Wisconsin"	"55"	"Female"	"F"	32594
	"2016"	"2016"	"Wisconsin"	"55"	"Male"	"M"	34021
"Total"	"2016"	"2016"	"Wisconsin"	"55"			66615
	"2016"	"2016"	"Wyoming"	"56"	"Female"	"F"	3597
	"2016"	"2016"	"Wyoming"	"56"	"Male"	"M"	3789
"Total"	"2016"	"2016"	"Wyoming"	"56"			7386
"Total"	"2016"	"2016"					3945875
	"2017"	"2017"	"Alabama"	"01"	"Female"	"F"	28874
	"2017"	"2017"	"Alabama"	"01"	"Male"	"M"	30067
"Total"	"2017"	"2017"	"Alabama"	"01"			58941
	"2017"	"2017"	"Alaska"	"02"	"Female"	"F"	5098
	"2017"	"2017"	"Alaska"	"02"	"Male"	"M"	5347
"Total"	"2017"	"2017"	"Alaska"	"02"			10445
	"2017"	"2017"	"Arizona"	"04"	"Female"	"F"	40273
	"2017"	"2017"	"Arizona"	"04"	"Male"	"M"	41599
"Total"	"2017"	"2017"	"Arizona"	"04"			81872
	"2017"	"2017"	"Arkansas"	"05"	"Female"	"F"	18393
	"2017"	"2017"	"Arkansas"	"05"	"Male"	"M"	19127
"Total"	"2017"	"2017"	"Arkansas"	"05"			37520
	"2017"	"2017"	"California"	"06"	"Female"	"F"	229760
	"2017"	"2017"	"California"	"06"	"Male"	"M"	241898
"Total"	"2017"	"2017"	"California"	"06"			471658
	"2017"	"2017"	"Colorado"	"08"	"Female"	"F"	31639
	"2017"	"2017"	"Colorado"	"08"	"Male"	"M"	32743
"Total"	"2017"	"2017"	"Colorado"	"08"			64382
	"2017"	"2017"	"Connecticut"	"09"	"Female"	"F"	17159
	"2017"	"2017"	"Connecticut"	"09"	"Male"	"M"	18062
"Total"	"2017"	"2017"	"Connecticut"	"09"			35221
	"2017"	"2017"	"Delaware"	"10"	"Female"	"F"	5290
	"2017"	"2017"	"Delaware"	"10"	"Male"	"M"	5565
"Total"	"2017"	"2017"	"Delaware"	"10"			10855
	"2017"	"2017"	"District of Columbia"	"11"	"Female"	"F"	4706
	"2017"	"2017"	"District of Columbia"	"11"	"Male"	"M"	4854
"Total"	"2017"	"2017"	"District of Columbia"	"11"			9560
	"2017"	"2017"	"Florida"	"12"	"Female"	"F"	109393
	"2017"	"2017"	"Florida"	"12"	"Male"	"M"	114237
"Total"	"2017"	"2017"	"Florida"	"12"			223630
	"2017"	"2017"	"Georgia"	"13"	"Female"	"F"	63213
	"2017"	"2017"	"Georgia"	"13"	"Male"	"M"	66030
"Total"	"2017"	"2017"	"Georgia"	"13"			129243
	"2017"	"2017"	"Hawaii"	"15"	"Female"	"F"	8379
	"2017"	"2017"	"Hawaii"	"15"	"Male"	"M"	9138
"Total"	"2017"	"2017"	"Hawaii"	"15"			17517
	"2017"	"2017"	"Idaho"	"16"	"Female"	"F"	10858
	"2017"	"2017"	"Idaho"	"16"	"Male"	"M"	11323
"Total"	"2017"	"2017"	"Idaho"	"16"			22181
	"2017"	"2017"	"Illinois"	"17"	"Female"	"F"	73096
	"2017"	"2017"	"Illinois"	"17"	"Male"	"M"	76294
"Total"	"2017"	"2017"	"Illinois"	"17"			149390
	"2017"	"2017"	"Indiana"	"18"	"Female"	"F"	40323
	"2017"	"2017"	"Indiana"	"18"	"Male"	"M"	41847
"Total"	"2017"	"2017"	"Indiana"	"18"			82170
	"2017"	"2017"	"Iowa"	"19"	"Female"	"F"	18795
	"2017"	"2017"	"Iowa"	"19"	"Male"	"M"	19635
"Total"	"2017"	"2017"	"Iowa"	"19"			38430
	"2017"	"2017"	"Kansas"	"20"	"Female"	"F"	17627
	"2017"	"2017"	"Kansas"	"20"	"Male"	"M"	18892
"Total"	"2017"	"2017"	"Kansas"	"20"			36519
	"2017"	"2017"	"Kentucky"	"21"	"Female"	"F"	26540
	"2017"	"2017"	"Kentucky"	"21"	"Male"	"M"	28212
"Total"	"2017"	"2017"	"Kentucky"	"21"			54752
	"2017"	"2017"	"Louisiana"	"22"	"Female"	"F"	29879
	"2017"	"2017"	"Louisiana"	"22"	"Male"	"M"	31139
"Total"	"2017"	"2017"	"Louisiana"	"22"			61018
	"2017"	"2017"	"Maine"	"23"	"Female"	"F"	6075
	"2017"	"2017"	"Maine"	"23"	"Male"	"M"	6223
"Total"	"2017"	"2017"	"Maine"	"23"			12298
	"2017"	"2017"	"Maryland"	"24"	"Female"	"F"	35204
	"2017"	"2017"	"Maryland"	"24"	"Male"	"M"	36437
"Total"	"2017"	"2017"	"Maryland"	"24"			71641
	"2017"	"2017"	"Massachusetts"	"25"	"Female"	"F"	34603
	"2017"	"2017"	"Massachusetts"	"25"	"Male"	"M"	36099
"Total"	"2017"	"2017"	"Massachusetts"	"25"			70702
	"2017"	"2017"	"Michigan"	"26"	"Female"	"F"	54547
	"2017"	"2017"	"Michigan"	"26"	"Male"	"M"	56879
"Total"	"2017"	"2017"	"Michigan"	"26"			111426
	"2017"	"2017"	"Minnesota"	"27"	"Female"	"F"	33531
	"2017"	"2017"	"Minnesota"	"27"	"Male"	"M"	35064
"Total"	"2017"	"2017"	"Minnesota"	"27"			68595
	"2017"	"2017"	"Mississippi"	"28"	"Female"	"F"	18263
	"2017"	"2017"	"Mississippi"	"28"	"Male"	"M"	19094
"Total"	"2017"	"2017"	"Mississippi"	"28"			37357
	"2017"	"2017"	"Missouri"	"29"	"Female"	"F"	35560
	"2017"	"2017"	"Missouri"	"29"	"Male"	"M"	37474
"Total"	"2017"	"2017"	"Missouri"	"29"			73034
	"2017"	"2017"	"Montana"	"30"	"Female"	"F"	5765
	"2017"	"2017"	"Montana"	"30"	"Male"	"M"	6034
"Total"	"2017"	"2017"	"Montana"	"30"			11799
	"2017"	"2017"	"Nebraska"	"31"	"Female"	"F"	12615
	"2017"	"2017"	"Nebraska"	"31"	"Male"	"M"	13206
"Total"	"2017"	"2017"	"Nebraska"	"31"			25821
	"2017"	"2017"	"Nevada"	"32"	"Female"	"F"	17479
	"2017"	"2017"	"Nevada"	"32"	"Male"	"M"	18277
"Total"	"2017"	"2017"	"Nevada"	"32"			35756
	"2017"	"2017"	"New Hampshire"	"33"	"Female"	"F"	5966
	"2017"	"2017"	"New Hampshire"	"33"	"Male"	"M"	6150
"Total"	"2017"	"2017"	"New Hampshire"	"33"			12116
	"2017"	"2017"	"New Jersey"	"34"	"Female"	"F"	49170
	"2017"	"2017"	"New Jersey"	"34"	"Male"	"M"	52080
"Total"	"2017"	"2017"	"New Jersey"	"34"			101250
	"2017"	"2017"	"New Mexico"	"35"	"Female"	"F"	11586
	"2017"	"2017"	"New Mexico"	"35"	"Male"	"M"	12181
"Total"	"2017"	"2017"	"New Mexico"	"35"			23767
	"2017"	"2017"	"New York"	"36"	"Female"	"F"	112014
	"2017"	"2017"	"New York"	"36"	"Male"	"M"	117723
"Total"	"2017"	"2017"	"New York"	"36"			229737
	"2017"	"2017"	"North Carolina"	"37"	"Female"	"F"	58634
	"2017"	"2017"	"North Carolina"	"37"	"Male"	"M"	61491
"Total"	"2017"	"2017"	"North Carolina"	"37"			120125
	"2017"	"2017"	"North Dakota"	"38"	"Female"	"F"	5177
	"2017"	"2017"	"North Dakota"	"38"	"Male"	"M"	5560
"Total"	"2017"	"2017"	"North Dakota"	"38"			10737
	"2017"	"2017"	"Ohio"	"39"	"Female"	"F"	66857
	"2017"	"2017"	"Ohio"	"39"	"Male"	"M"	69975
"Total"	"2017"	"2017"	"Ohio"	"39"			136832
	"2017"	"2017"	"Oklahoma"	"40"	"Female"	"F"	24323
	"2017"	"2017"	"Oklahoma"	"40"	"Male"	"M"	25891
"Total"	"2017"	"2017"	"Oklahoma"	"40"			50214
	"2017"	"2017"	"Oregon"	"41"	"Female"	"F"	21181
	"2017"	"2017"	"Oregon"	"41"	"Male"	"M"	22450
"Total"	"2017"	"2017"	"Oregon"	"41"			43631
	"2017"	"2017"	"Pennsylvania"	"42"	"Female"	"F"	67055
	"2017"	"2017"	"Pennsylvania"	"42"	"Male"	"M"	70690
"Total"	"2017"	"2017"	"Pennsylvania"	"42"			137745
	"2017"	"2017"	"Rhode Island"	"44"	"Female"	"F"	5268
	"2017"	"2017"	"Rhode Island"	"44"	"Male"	"M"	5370
"Total"	"2017"	"2017"	"Rhode Island"	"44"			10638
	"2017"	"2017"	"South Carolina"	"45"	"Female"	"F"	27719
	"2017"	"2017"	"South Carolina"	"45"	"Male"	"M"	29310
"Total"	"2017"	"2017"	"South Carolina"	"45"			57029
	"2017"	"2017"	"South Dakota"	"46"	"Female"	"F"	6016
	"2017"	"2017"	"South Dakota"	"46"	"Male"	"M"	6118
"Total"	"2017"	"2017"	"South Dakota"	"46"			12134
	"2017"	"2017"	"Tennessee"	"47"	"Female"	"F"	39349
	"2017"	"2017"	"Tennessee"	"47"	"Male"	"M"	41667
"Total"	"2017"	"2017"	"Tennessee"	"47"			81016
	"2017"	"2017"	"Texas"	"48"	"Female"	"F"	187092
	"2017"	"2017"	"Texas"	"48"	"Male"	"M"	194958
"Total"	"2017"	"2017"	"Texas"	"48"			382050
	"2017"	"2017"	"Utah"	"49"	"Female"	"F"	23449
	"2017"	"2017"	"Utah"	"49"	"Male"	"M"	25136
"Total"	"2017"	"2017"	"Utah"	"49"			48585
	"2017"	"2017"	"Vermont"	"50"	"Female"	"F"	2784
	"2017"	"2017"	"Vermont"	"50"	"Male"	"M"	2871
"Total"	"2017"	"2017"	"Vermont"	"50"			5655
	"2017"	"2017"	"Virginia"	"51"	"Female"	"F"	49020
	"2017"	"2017"	"Virginia"	"51"	"Male"	"M"	51371
"Total"	"2017"	"2017"	"Virginia"	"51"			100391
	"2017"	"2017"	"Washington"	"53"	"Female"	"F"	42727
	"2017"	"2017"	"Washington"	"53"	"Male"	"M"	44835
"Total"	"2017"	"2017"	"Washington"	"53"			87562
	"2017"	"2017"	"West Virginia"	"54"	"Female"	"F"	9102
	"2017"	"2017"	"West Virginia"	"54"	"Male"	"M"	9573
"Total"	"2017"	"2017"	"West Virginia"	"54"			18675
	"2017"	"2017"	"Wisconsin"	"55"	"Female"	"F"	31780
	"2017"	"2017"	"Wisconsin"	"55"	"Male"	"M"	33195
"Total"	"2017"	"2017"	"Wisconsin"	"55"			64975
	"2017"	"2017"	"Wyoming"	"56"	"Female"	"F"	3409
	"2017"	"2017"	"Wyoming"	"56"	"Male"	"M"	3494
"Total"	"2017"	"2017"	"Wyoming"	"56"			6903
"Total"	"2017"	"2017"					3855500
	"2018"	"2018"	"Alabama"	"01"	"Female"	"F"	27993
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	29768
"Total"	"2018"	"2018"	"Alabama"	"01"			57761
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	4878
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	5208
"Total"	"2018"	"2018"	"Alaska"	"02"			10086
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	39389
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	41334
"Total"	"2018"	"2018"	"Arizona"	"04"			80723
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	18188
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	18830
"Total"	"2018"	"2018"	"Arkansas"	"05"			37018
